Flight_No,Airline,Destination,Via,Departure_Time,Terminal_Gate,Expected_Pax
CX101,Cathay Pacific,Hong Kong,Direct,2024-01-22 10:28:00,T1-14,197
KE601,Korean Air,Seoul,Direct,2024-01-22 11:25:00,T1-31,154
QF7,Qantas,Los Angeles,Direct,2024-01-22 11:52:00,T1-43,353
SQ213,Singapore Airlines,Singapore,Direct,2024-01-22 13:33:00,T1-38,387
CX103,Cathay Pacific,Hong Kong,Direct,2024-01-22 15:50:00,T1-21,233
QF1,Qantas,Singapore,Direct,2024-01-22 16:31:00,T1-35,253
QR007,Qatar Airways,Doha,Direct,2024-01-22 20:45:00,T1-18,276
EK413,Emirates,Dubai,Direct,2024-01-22 21:13:00,T1-52,304
GA715,Garuda Indonesia,Bali,Direct,2024-01-23 07:30:00,T1-28,314
TR13,Scoot,Singapore,Direct,2024-01-23 07:45:00,T1-53,297
SQ211,Singapore Airlines,Singapore,Direct,2024-01-23 07:57:00,T1-10,336
5J32,Cebu Pacific,Manila,Direct,2024-01-23 07:58:00,T1-19,246
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-01-23 08:42:00,T1-33,226
MU502,China Eastern,Shanghai,Direct,2024-01-23 09:11:00,T1-26,183
CA781,Air China,Beijing,Direct,2024-01-23 09:56:00,T1-40,246
JL771,Japan Airlines,Tokyo,Direct,2024-01-23 10:01:00,T1-10,363
CX101,Cathay Pacific,Hong Kong,Direct,2024-01-23 10:31:00,T1-07,248
NH880,ANA,Tokyo,Direct,2024-01-23 11:20:00,T1-11,174
KE601,Korean Air,Seoul,Direct,2024-01-23 11:29:00,T1-49,328
QF7,Qantas,Los Angeles,Direct,2024-01-23 11:52:00,T1-44,320
QF1,Qantas,Singapore,Direct,2024-01-23 16:30:00,T1-47,181
UA839,United Airlines,Los Angeles,Direct,2024-01-23 20:57:00,T1-41,362
EK413,Emirates,Dubai,Direct,2024-01-23 21:14:00,T1-43,348
GA715,Garuda Indonesia,Bali,Direct,2024-01-24 07:27:00,T1-46,323
SQ211,Singapore Airlines,Singapore,Direct,2024-01-24 08:03:00,T1-43,307
TG476,Thai Airways,Bangkok,Direct,2024-01-24 09:01:00,T1-35,308
PR211,Philippine Airlines,Manila,Direct,2024-01-24 09:31:00,T1-03,309
OZ602,Asiana Airlines,Seoul,Direct,2024-01-24 09:46:00,T1-40,393
JL771,Japan Airlines,Tokyo,Direct,2024-01-24 09:55:00,T1-42,240
CX101,Cathay Pacific,Hong Kong,Direct,2024-01-24 10:32:00,T1-14,253
KE601,Korean Air,Seoul,Direct,2024-01-24 11:26:00,T1-23,258
QF7,Qantas,Los Angeles,Direct,2024-01-24 11:56:00,T1-22,266
SQ213,Singapore Airlines,Singapore,Direct,2024-01-24 13:28:00,T1-28,347
CX103,Cathay Pacific,Hong Kong,Direct,2024-01-24 15:43:00,T1-28,188
QF1,Qantas,Singapore,Direct,2024-01-24 16:34:00,T1-48,296
QR007,Qatar Airways,Doha,Direct,2024-01-24 20:45:00,T1-41,258
EK413,Emirates,Dubai,Direct,2024-01-24 21:10:00,T1-16,301
GA715,Garuda Indonesia,Bali,Direct,2024-01-25 07:33:00,T1-40,181
TR13,Scoot,Singapore,Direct,2024-01-25 07:44:00,T1-40,356
SQ211,Singapore Airlines,Singapore,Direct,2024-01-25 07:58:00,T1-12,329
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-01-25 08:40:00,T1-39,230
TG476,Thai Airways,Bangkok,Direct,2024-01-25 08:55:00,T1-31,281
MU502,China Eastern,Shanghai,Direct,2024-01-25 09:14:00,T1-48,268
CA781,Air China,Beijing,Direct,2024-01-25 09:57:00,T1-26,174
JL771,Japan Airlines,Tokyo,Direct,2024-01-25 09:58:00,T1-45,371
CX101,Cathay Pacific,Hong Kong,Direct,2024-01-25 10:29:00,T1-06,363
NH880,ANA,Tokyo,Direct,2024-01-25 11:15:00,T1-54,363
KE601,Korean Air,Seoul,Direct,2024-01-25 11:25:00,T1-48,216
QF7,Qantas,Los Angeles,Direct,2024-01-25 12:00:00,T1-49,157
SQ213,Singapore Airlines,Singapore,Direct,2024-01-25 13:26:00,T1-20,355
QF1,Qantas,Singapore,Direct,2024-01-25 16:25:00,T1-43,353
UA839,United Airlines,Los Angeles,Direct,2024-01-25 20:57:00,T1-05,262
EK413,Emirates,Dubai,Direct,2024-01-25 21:06:00,T1-30,335
GA715,Garuda Indonesia,Bali,Direct,2024-01-26 07:34:00,T1-07,384
SQ211,Singapore Airlines,Singapore,Direct,2024-01-26 08:00:00,T1-27,315
5J32,Cebu Pacific,Manila,Direct,2024-01-26 08:00:00,T1-09,397
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-01-26 08:50:00,T1-16,170
MU502,China Eastern,Shanghai,Direct,2024-01-26 09:15:00,T1-40,216
PR211,Philippine Airlines,Manila,Direct,2024-01-26 09:27:00,T1-03,300
OZ602,Asiana Airlines,Seoul,Direct,2024-01-26 09:50:00,T1-09,223
JL771,Japan Airlines,Tokyo,Direct,2024-01-26 10:02:00,T1-27,152
CX101,Cathay Pacific,Hong Kong,Direct,2024-01-26 10:32:00,T1-32,170
KE601,Korean Air,Seoul,Direct,2024-01-26 11:34:00,T1-14,168
QF7,Qantas,Los Angeles,Direct,2024-01-26 11:54:00,T1-29,231
CX103,Cathay Pacific,Hong Kong,Direct,2024-01-26 15:48:00,T1-12,176
QF1,Qantas,Singapore,Direct,2024-01-26 16:28:00,T1-01,372
QR007,Qatar Airways,Doha,Direct,2024-01-26 20:41:00,T1-54,166
EK413,Emirates,Dubai,Direct,2024-01-26 21:12:00,T1-34,248
GA715,Garuda Indonesia,Bali,Direct,2024-01-27 07:33:00,T1-21,326
TR13,Scoot,Singapore,Direct,2024-01-27 07:50:00,T1-09,175
SQ211,Singapore Airlines,Singapore,Direct,2024-01-27 08:04:00,T1-36,311
TG476,Thai Airways,Bangkok,Direct,2024-01-27 08:59:00,T1-45,218
PR211,Philippine Airlines,Manila,Direct,2024-01-27 09:26:00,T1-50,217
OZ602,Asiana Airlines,Seoul,Direct,2024-01-27 09:40:00,T1-28,388
JL771,Japan Airlines,Tokyo,Direct,2024-01-27 09:55:00,T1-04,319
CA781,Air China,Beijing,Direct,2024-01-27 10:03:00,T1-13,373
CX101,Cathay Pacific,Hong Kong,Direct,2024-01-27 10:29:00,T1-52,283
NH880,ANA,Tokyo,Direct,2024-01-27 11:11:00,T1-49,223
KE601,Korean Air,Seoul,Direct,2024-01-27 11:27:00,T1-51,336
QF7,Qantas,Los Angeles,Direct,2024-01-27 11:59:00,T1-52,339
SQ213,Singapore Airlines,Singapore,Direct,2024-01-27 13:29:00,T1-40,257
QF1,Qantas,Singapore,Direct,2024-01-27 16:29:00,T1-53,254
UA839,United Airlines,Los Angeles,Direct,2024-01-27 21:04:00,T1-18,239
EK413,Emirates,Dubai,Direct,2024-01-27 21:13:00,T1-46,346
GA715,Garuda Indonesia,Bali,Direct,2024-01-28 07:33:00,T1-37,358
5J32,Cebu Pacific,Manila,Direct,2024-01-28 08:02:00,T1-22,309
SQ211,Singapore Airlines,Singapore,Direct,2024-01-28 08:03:00,T1-29,151
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-01-28 08:49:00,T1-48,291
TG476,Thai Airways,Bangkok,Direct,2024-01-28 09:03:00,T1-42,389
MU502,China Eastern,Shanghai,Direct,2024-01-28 09:13:00,T1-47,224
PR211,Philippine Airlines,Manila,Direct,2024-01-28 09:29:00,T1-35,178
JL771,Japan Airlines,Tokyo,Direct,2024-01-28 10:05:00,T1-27,365
CX101,Cathay Pacific,Hong Kong,Direct,2024-01-28 10:28:00,T1-49,316
NH880,ANA,Tokyo,Direct,2024-01-28 11:17:00,T1-27,327
KE601,Korean Air,Seoul,Direct,2024-01-28 11:26:00,T1-13,382
QF7,Qantas,Los Angeles,Direct,2024-01-28 11:52:00,T1-30,346
SQ213,Singapore Airlines,Singapore,Direct,2024-01-28 13:28:00,T1-37,160
CX103,Cathay Pacific,Hong Kong,Direct,2024-01-28 15:48:00,T1-02,177
QF1,Qantas,Singapore,Direct,2024-01-28 16:30:00,T1-30,370
QR007,Qatar Airways,Doha,Direct,2024-01-28 20:45:00,T1-24,275
UA839,United Airlines,Los Angeles,Direct,2024-01-28 20:56:00,T1-02,309
EK413,Emirates,Dubai,Direct,2024-01-28 21:10:00,T1-25,367
GA715,Garuda Indonesia,Bali,Direct,2024-01-29 07:28:00,T1-19,244
SQ211,Singapore Airlines,Singapore,Direct,2024-01-29 07:58:00,T1-28,400
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-01-29 08:40:00,T1-03,281
TG476,Thai Airways,Bangkok,Direct,2024-01-29 08:55:00,T1-16,248
MU502,China Eastern,Shanghai,Direct,2024-01-29 09:14:00,T1-33,158
PR211,Philippine Airlines,Manila,Direct,2024-01-29 09:29:00,T1-32,190
OZ602,Asiana Airlines,Seoul,Direct,2024-01-29 09:49:00,T1-30,360
JL771,Japan Airlines,Tokyo,Direct,2024-01-29 10:04:00,T1-19,179
CX101,Cathay Pacific,Hong Kong,Direct,2024-01-29 10:25:00,T1-11,267
KE601,Korean Air,Seoul,Direct,2024-01-29 11:35:00,T1-46,220
QF7,Qantas,Los Angeles,Direct,2024-01-29 11:59:00,T1-50,202
SQ213,Singapore Airlines,Singapore,Direct,2024-01-29 13:32:00,T1-51,340
CX103,Cathay Pacific,Hong Kong,Direct,2024-01-29 15:49:00,T1-23,316
QF1,Qantas,Singapore,Direct,2024-01-29 16:27:00,T1-46,150
QR007,Qatar Airways,Doha,Direct,2024-01-29 20:42:00,T1-46,284
EK413,Emirates,Dubai,Direct,2024-01-29 21:14:00,T1-25,236
GA715,Garuda Indonesia,Bali,Direct,2024-01-30 07:35:00,T1-15,237
TR13,Scoot,Singapore,Direct,2024-01-30 07:46:00,T1-09,162
SQ211,Singapore Airlines,Singapore,Direct,2024-01-30 08:00:00,T1-53,248
5J32,Cebu Pacific,Manila,Direct,2024-01-30 08:00:00,T1-03,220
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-01-30 08:47:00,T1-22,285
MU502,China Eastern,Shanghai,Direct,2024-01-30 09:18:00,T1-26,157
CA781,Air China,Beijing,Direct,2024-01-30 09:56:00,T1-28,321
JL771,Japan Airlines,Tokyo,Direct,2024-01-30 10:05:00,T1-06,381
CX101,Cathay Pacific,Hong Kong,Direct,2024-01-30 10:33:00,T1-31,276
NH880,ANA,Tokyo,Direct,2024-01-30 11:20:00,T1-36,152
KE601,Korean Air,Seoul,Direct,2024-01-30 11:31:00,T1-53,359
QF7,Qantas,Los Angeles,Direct,2024-01-30 12:00:00,T1-22,272
QF1,Qantas,Singapore,Direct,2024-01-30 16:32:00,T1-42,300
UA839,United Airlines,Los Angeles,Direct,2024-01-30 21:05:00,T1-19,326
EK413,Emirates,Dubai,Direct,2024-01-30 21:14:00,T1-33,183
GA715,Garuda Indonesia,Bali,Direct,2024-01-31 07:35:00,T1-06,272
SQ211,Singapore Airlines,Singapore,Direct,2024-01-31 07:59:00,T1-17,197
TG476,Thai Airways,Bangkok,Direct,2024-01-31 09:03:00,T1-09,349
PR211,Philippine Airlines,Manila,Direct,2024-01-31 09:27:00,T1-31,195
OZ602,Asiana Airlines,Seoul,Direct,2024-01-31 09:40:00,T1-31,242
JL771,Japan Airlines,Tokyo,Direct,2024-01-31 10:03:00,T1-23,183
CX101,Cathay Pacific,Hong Kong,Direct,2024-01-31 10:27:00,T1-13,188
KE601,Korean Air,Seoul,Direct,2024-01-31 11:25:00,T1-26,212
QF7,Qantas,Los Angeles,Direct,2024-01-31 11:52:00,T1-48,352
SQ213,Singapore Airlines,Singapore,Direct,2024-01-31 13:31:00,T1-36,382
CX103,Cathay Pacific,Hong Kong,Direct,2024-01-31 15:47:00,T1-43,283
QF1,Qantas,Singapore,Direct,2024-01-31 16:28:00,T1-32,256
QR007,Qatar Airways,Doha,Direct,2024-01-31 20:42:00,T1-20,166
EK413,Emirates,Dubai,Direct,2024-01-31 21:05:00,T1-42,283
GA715,Garuda Indonesia,Bali,Direct,2024-02-01 07:33:00,T1-45,360
TR13,Scoot,Singapore,Direct,2024-02-01 07:47:00,T1-20,356
SQ211,Singapore Airlines,Singapore,Direct,2024-02-01 07:57:00,T1-29,370
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-02-01 08:45:00,T1-25,161
TG476,Thai Airways,Bangkok,Direct,2024-02-01 08:57:00,T1-08,392
MU502,China Eastern,Shanghai,Direct,2024-02-01 09:11:00,T1-08,392
JL771,Japan Airlines,Tokyo,Direct,2024-02-01 09:57:00,T1-41,158
CA781,Air China,Beijing,Direct,2024-02-01 09:58:00,T1-50,166
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-01 10:31:00,T1-54,321
NH880,ANA,Tokyo,Direct,2024-02-01 11:20:00,T1-19,297
KE601,Korean Air,Seoul,Direct,2024-02-01 11:25:00,T1-13,383
QF7,Qantas,Los Angeles,Direct,2024-02-01 12:00:00,T1-21,293
SQ213,Singapore Airlines,Singapore,Direct,2024-02-01 13:29:00,T1-34,296
QF1,Qantas,Singapore,Direct,2024-02-01 16:25:00,T1-38,325
UA839,United Airlines,Los Angeles,Direct,2024-02-01 20:55:00,T1-50,150
EK413,Emirates,Dubai,Direct,2024-02-01 21:11:00,T1-14,359
GA715,Garuda Indonesia,Bali,Direct,2024-02-02 07:25:00,T1-26,261
5J32,Cebu Pacific,Manila,Direct,2024-02-02 08:03:00,T1-24,334
SQ211,Singapore Airlines,Singapore,Direct,2024-02-02 08:03:00,T1-09,231
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-02-02 08:45:00,T1-31,330
MU502,China Eastern,Shanghai,Direct,2024-02-02 09:11:00,T1-13,377
PR211,Philippine Airlines,Manila,Direct,2024-02-02 09:34:00,T1-06,310
OZ602,Asiana Airlines,Seoul,Direct,2024-02-02 09:49:00,T1-08,290
JL771,Japan Airlines,Tokyo,Direct,2024-02-02 10:05:00,T1-53,296
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-02 10:29:00,T1-19,344
KE601,Korean Air,Seoul,Direct,2024-02-02 11:30:00,T1-05,357
QF7,Qantas,Los Angeles,Direct,2024-02-02 11:56:00,T1-25,161
CX103,Cathay Pacific,Hong Kong,Direct,2024-02-02 15:47:00,T1-43,248
QF1,Qantas,Singapore,Direct,2024-02-02 16:29:00,T1-47,186
QR007,Qatar Airways,Doha,Direct,2024-02-02 20:42:00,T1-23,361
EK413,Emirates,Dubai,Direct,2024-02-02 21:08:00,T1-18,197
GA715,Garuda Indonesia,Bali,Direct,2024-02-03 07:29:00,T1-05,351
TR13,Scoot,Singapore,Direct,2024-02-03 07:49:00,T1-32,330
SQ211,Singapore Airlines,Singapore,Direct,2024-02-03 08:05:00,T1-35,348
TG476,Thai Airways,Bangkok,Direct,2024-02-03 08:55:00,T1-47,343
PR211,Philippine Airlines,Manila,Direct,2024-02-03 09:30:00,T1-41,185
OZ602,Asiana Airlines,Seoul,Direct,2024-02-03 09:46:00,T1-03,208
JL771,Japan Airlines,Tokyo,Direct,2024-02-03 10:04:00,T1-35,358
CA781,Air China,Beijing,Direct,2024-02-03 10:05:00,T1-32,341
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-03 10:27:00,T1-45,368
NH880,ANA,Tokyo,Direct,2024-02-03 11:14:00,T1-37,276
KE601,Korean Air,Seoul,Direct,2024-02-03 11:31:00,T1-19,233
QF7,Qantas,Los Angeles,Direct,2024-02-03 11:58:00,T1-40,179
SQ213,Singapore Airlines,Singapore,Direct,2024-02-03 13:33:00,T1-36,285
QF1,Qantas,Singapore,Direct,2024-02-03 16:33:00,T1-09,365
UA839,United Airlines,Los Angeles,Direct,2024-02-03 21:00:00,T1-12,346
EK413,Emirates,Dubai,Direct,2024-02-03 21:14:00,T1-40,272
GA715,Garuda Indonesia,Bali,Direct,2024-02-04 07:27:00,T1-37,154
SQ211,Singapore Airlines,Singapore,Direct,2024-02-04 08:01:00,T1-43,208
5J32,Cebu Pacific,Manila,Direct,2024-02-04 08:03:00,T1-35,374
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-02-04 08:40:00,T1-23,308
TG476,Thai Airways,Bangkok,Direct,2024-02-04 09:03:00,T1-03,277
MU502,China Eastern,Shanghai,Direct,2024-02-04 09:20:00,T1-05,234
PR211,Philippine Airlines,Manila,Direct,2024-02-04 09:25:00,T1-53,339
JL771,Japan Airlines,Tokyo,Direct,2024-02-04 10:03:00,T1-01,186
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-04 10:34:00,T1-46,386
NH880,ANA,Tokyo,Direct,2024-02-04 11:17:00,T1-32,400
KE601,Korean Air,Seoul,Direct,2024-02-04 11:25:00,T1-06,335
QF7,Qantas,Los Angeles,Direct,2024-02-04 11:50:00,T1-19,340
SQ213,Singapore Airlines,Singapore,Direct,2024-02-04 13:29:00,T1-02,162
CX103,Cathay Pacific,Hong Kong,Direct,2024-02-04 15:46:00,T1-19,324
QF1,Qantas,Singapore,Direct,2024-02-04 16:28:00,T1-48,215
QR007,Qatar Airways,Doha,Direct,2024-02-04 20:43:00,T1-37,315
UA839,United Airlines,Los Angeles,Direct,2024-02-04 21:05:00,T1-04,236
EK413,Emirates,Dubai,Direct,2024-02-04 21:07:00,T1-27,264
GA715,Garuda Indonesia,Bali,Direct,2024-02-05 07:25:00,T1-37,223
SQ211,Singapore Airlines,Singapore,Direct,2024-02-05 08:04:00,T1-17,238
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-02-05 08:42:00,T1-17,254
TG476,Thai Airways,Bangkok,Direct,2024-02-05 09:00:00,T1-41,275
MU502,China Eastern,Shanghai,Direct,2024-02-05 09:12:00,T1-01,193
PR211,Philippine Airlines,Manila,Direct,2024-02-05 09:30:00,T1-01,164
OZ602,Asiana Airlines,Seoul,Direct,2024-02-05 09:45:00,T1-30,303
JL771,Japan Airlines,Tokyo,Direct,2024-02-05 09:57:00,T1-25,187
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-05 10:30:00,T1-15,325
KE601,Korean Air,Seoul,Direct,2024-02-05 11:29:00,T1-06,309
QF7,Qantas,Los Angeles,Direct,2024-02-05 11:53:00,T1-02,188
SQ213,Singapore Airlines,Singapore,Direct,2024-02-05 13:28:00,T1-53,363
CX103,Cathay Pacific,Hong Kong,Direct,2024-02-05 15:46:00,T1-22,173
QF1,Qantas,Singapore,Direct,2024-02-05 16:31:00,T1-43,170
QR007,Qatar Airways,Doha,Direct,2024-02-05 20:47:00,T1-51,309
EK413,Emirates,Dubai,Direct,2024-02-05 21:09:00,T1-05,270
GA715,Garuda Indonesia,Bali,Direct,2024-02-06 07:35:00,T1-14,208
TR13,Scoot,Singapore,Direct,2024-02-06 07:40:00,T1-07,319
5J32,Cebu Pacific,Manila,Direct,2024-02-06 07:55:00,T1-07,333
SQ211,Singapore Airlines,Singapore,Direct,2024-02-06 08:01:00,T1-09,233
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-02-06 08:48:00,T1-28,249
MU502,China Eastern,Shanghai,Direct,2024-02-06 09:13:00,T1-49,210
JL771,Japan Airlines,Tokyo,Direct,2024-02-06 09:56:00,T1-39,357
CA781,Air China,Beijing,Direct,2024-02-06 10:04:00,T1-02,247
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-06 10:34:00,T1-37,313
NH880,ANA,Tokyo,Direct,2024-02-06 11:19:00,T1-44,333
KE601,Korean Air,Seoul,Direct,2024-02-06 11:34:00,T1-55,157
QF7,Qantas,Los Angeles,Direct,2024-02-06 11:55:00,T1-36,252
QF1,Qantas,Singapore,Direct,2024-02-06 16:34:00,T1-23,318
UA839,United Airlines,Los Angeles,Direct,2024-02-06 21:05:00,T1-13,234
EK413,Emirates,Dubai,Direct,2024-02-06 21:15:00,T1-33,268
GA715,Garuda Indonesia,Bali,Direct,2024-02-07 07:26:00,T1-34,326
SQ211,Singapore Airlines,Singapore,Direct,2024-02-07 08:04:00,T1-25,182
TG476,Thai Airways,Bangkok,Direct,2024-02-07 09:00:00,T1-33,360
PR211,Philippine Airlines,Manila,Direct,2024-02-07 09:29:00,T1-47,201
OZ602,Asiana Airlines,Seoul,Direct,2024-02-07 09:47:00,T1-41,173
JL771,Japan Airlines,Tokyo,Direct,2024-02-07 09:56:00,T1-21,273
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-07 10:34:00,T1-50,196
KE601,Korean Air,Seoul,Direct,2024-02-07 11:33:00,T1-38,316
QF7,Qantas,Los Angeles,Direct,2024-02-07 11:58:00,T1-22,260
SQ213,Singapore Airlines,Singapore,Direct,2024-02-07 13:32:00,T1-30,316
CX103,Cathay Pacific,Hong Kong,Direct,2024-02-07 15:47:00,T1-38,213
QF1,Qantas,Singapore,Direct,2024-02-07 16:26:00,T1-50,314
QR007,Qatar Airways,Doha,Direct,2024-02-07 20:45:00,T1-28,152
EK413,Emirates,Dubai,Direct,2024-02-07 21:13:00,T1-46,352
GA715,Garuda Indonesia,Bali,Direct,2024-02-08 07:28:00,T1-15,236
TR13,Scoot,Singapore,Direct,2024-02-08 07:50:00,T1-46,322
SQ211,Singapore Airlines,Singapore,Direct,2024-02-08 07:58:00,T1-03,218
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-02-08 08:45:00,T1-34,192
TG476,Thai Airways,Bangkok,Direct,2024-02-08 09:02:00,T1-15,209
MU502,China Eastern,Shanghai,Direct,2024-02-08 09:10:00,T1-20,213
CA781,Air China,Beijing,Direct,2024-02-08 10:03:00,T1-27,387
JL771,Japan Airlines,Tokyo,Direct,2024-02-08 10:05:00,T1-17,312
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-08 10:30:00,T1-01,177
NH880,ANA,Tokyo,Direct,2024-02-08 11:11:00,T1-37,214
KE601,Korean Air,Seoul,Direct,2024-02-08 11:30:00,T1-30,193
QF7,Qantas,Los Angeles,Direct,2024-02-08 11:54:00,T1-54,299
SQ213,Singapore Airlines,Singapore,Direct,2024-02-08 13:27:00,T1-45,169
QF1,Qantas,Singapore,Direct,2024-02-08 16:26:00,T1-19,215
UA839,United Airlines,Los Angeles,Direct,2024-02-08 21:01:00,T1-45,249
EK413,Emirates,Dubai,Direct,2024-02-08 21:05:00,T1-20,193
GA715,Garuda Indonesia,Bali,Direct,2024-02-09 07:34:00,T1-21,287
5J32,Cebu Pacific,Manila,Direct,2024-02-09 07:58:00,T1-31,164
SQ211,Singapore Airlines,Singapore,Direct,2024-02-09 08:01:00,T1-13,206
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-02-09 08:41:00,T1-41,237
MU502,China Eastern,Shanghai,Direct,2024-02-09 09:10:00,T1-52,383
PR211,Philippine Airlines,Manila,Direct,2024-02-09 09:25:00,T1-35,308
OZ602,Asiana Airlines,Seoul,Direct,2024-02-09 09:44:00,T1-26,264
JL771,Japan Airlines,Tokyo,Direct,2024-02-09 10:01:00,T1-25,151
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-09 10:29:00,T1-22,219
KE601,Korean Air,Seoul,Direct,2024-02-09 11:27:00,T1-50,242
QF7,Qantas,Los Angeles,Direct,2024-02-09 11:56:00,T1-31,368
CX103,Cathay Pacific,Hong Kong,Direct,2024-02-09 15:42:00,T1-41,250
QF1,Qantas,Singapore,Direct,2024-02-09 16:34:00,T1-28,221
QR007,Qatar Airways,Doha,Direct,2024-02-09 20:43:00,T1-15,288
EK413,Emirates,Dubai,Direct,2024-02-09 21:14:00,T1-03,288
GA715,Garuda Indonesia,Bali,Direct,2024-02-10 07:34:00,T1-38,322
TR13,Scoot,Singapore,Direct,2024-02-10 07:45:00,T1-35,316
SQ211,Singapore Airlines,Singapore,Direct,2024-02-10 08:02:00,T1-50,384
TG476,Thai Airways,Bangkok,Direct,2024-02-10 09:03:00,T1-24,313
PR211,Philippine Airlines,Manila,Direct,2024-02-10 09:32:00,T1-55,229
OZ602,Asiana Airlines,Seoul,Direct,2024-02-10 09:49:00,T1-41,351
CA781,Air China,Beijing,Direct,2024-02-10 09:56:00,T1-05,324
JL771,Japan Airlines,Tokyo,Direct,2024-02-10 10:00:00,T1-53,400
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-10 10:28:00,T1-10,224
NH880,ANA,Tokyo,Direct,2024-02-10 11:16:00,T1-18,301
KE601,Korean Air,Seoul,Direct,2024-02-10 11:33:00,T1-03,296
QF7,Qantas,Los Angeles,Direct,2024-02-10 11:56:00,T1-36,150
SQ213,Singapore Airlines,Singapore,Direct,2024-02-10 13:32:00,T1-26,287
QF1,Qantas,Singapore,Direct,2024-02-10 16:25:00,T1-41,326
UA839,United Airlines,Los Angeles,Direct,2024-02-10 21:01:00,T1-21,172
EK413,Emirates,Dubai,Direct,2024-02-10 21:09:00,T1-55,180
GA715,Garuda Indonesia,Bali,Direct,2024-02-11 07:35:00,T1-27,317
5J32,Cebu Pacific,Manila,Direct,2024-02-11 07:55:00,T1-01,291
SQ211,Singapore Airlines,Singapore,Direct,2024-02-11 07:57:00,T1-43,349
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-02-11 08:41:00,T1-26,219
TG476,Thai Airways,Bangkok,Direct,2024-02-11 09:04:00,T1-50,166
MU502,China Eastern,Shanghai,Direct,2024-02-11 09:17:00,T1-09,269
PR211,Philippine Airlines,Manila,Direct,2024-02-11 09:33:00,T1-19,359
JL771,Japan Airlines,Tokyo,Direct,2024-02-11 10:02:00,T1-35,394
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-11 10:27:00,T1-20,251
NH880,ANA,Tokyo,Direct,2024-02-11 11:19:00,T1-46,341
KE601,Korean Air,Seoul,Direct,2024-02-11 11:35:00,T1-38,325
QF7,Qantas,Los Angeles,Direct,2024-02-11 12:00:00,T1-17,334
SQ213,Singapore Airlines,Singapore,Direct,2024-02-11 13:31:00,T1-48,229
CX103,Cathay Pacific,Hong Kong,Direct,2024-02-11 15:50:00,T1-54,210
QF1,Qantas,Singapore,Direct,2024-02-11 16:30:00,T1-28,355
QR007,Qatar Airways,Doha,Direct,2024-02-11 20:41:00,T1-43,252
UA839,United Airlines,Los Angeles,Direct,2024-02-11 20:59:00,T1-45,325
EK413,Emirates,Dubai,Direct,2024-02-11 21:13:00,T1-17,204
GA715,Garuda Indonesia,Bali,Direct,2024-02-12 07:32:00,T1-15,364
SQ211,Singapore Airlines,Singapore,Direct,2024-02-12 07:59:00,T1-30,188
MH122,Malaysia Airlines,Kuala Lumpur,Direct,2024-02-12 08:42:00,T1-29,307
TG476,Thai Airways,Bangkok,Direct,2024-02-12 09:01:00,T1-01,351
MU502,China Eastern,Shanghai,Direct,2024-02-12 09:20:00,T1-21,287
PR211,Philippine Airlines,Manila,Direct,2024-02-12 09:28:00,T1-23,300
OZ602,Asiana Airlines,Seoul,Direct,2024-02-12 09:42:00,T1-53,365
JL771,Japan Airlines,Tokyo,Direct,2024-02-12 10:00:00,T1-07,302
CX101,Cathay Pacific,Hong Kong,Direct,2024-02-12 10:26:00,T1-46,217
KE601,Korean Air,Seoul,Direct,2024-02-12 11:33:00,T1-43,297
QF7,Qantas,Los Angeles,Direct,2024-02-12 11:55:00,T1-28,305
SQ213,Singapore Airlines,Singapore,Direct,2024-02-12 13:26:00,T1-49,328
CX103,Cathay Pacific,Hong Kong,Direct,2024-02-12 15:40:00,T1-33,384
QF1,Qantas,Singapore,Direct,2024-02-12 16:30:00,T1-08,174
QR007,Qatar Airways,Doha,Direct,2024-02-12 20:48:00,T1-51,333
EK413,Emirates,Dubai,Direct,2024-02-12 21:13:00,T1-18,201
GA715,Garuda Indonesia,Bali,Direct,2024-02-13 07:35:00,T1-45,205
